# PORT M2 port m2 NEW DECISION OBJECTS — joint (member x delay) ranking, rank-then-gate-verify, optimal stopping (E3-E7 develop, E8 one blind read) (lane=port-m2-newobj; version=PORT-M2-NEWOBJ-V1; seed=20260813)
# E8 QUARANTINE: every fit, threshold and selection in this file is made on E3-E7 only; E8 rows are ONE labeled blind read and were never an input to any choice.
# THE FULL SWEEP BEHIND TRUE_CAUSAL_STATE.tsv: 66 policies x 8 score columns, 5 seeds, all-session denominators, in-sweep shuffled null on every cell.
# THE LEVEL FAMILIES (TAU x7, OCCUPANCY x3) RUN HERE FOR THE FIRST TIME ON PROPERLY-FITTED CALIBRATED TARGETS.  They were absent from ARRIVAL_FITTED.tsv because the fitted score columns existed only on eval rows, so their training-block reference was all-NaN and both families returned empty seat lists that were then silently dropped.
# S_TABPFN is in the column set on purpose: it is the only score with calibrated GLOBAL discrimination, which is the shape a level rule eats, and its earlier dismissal was measured against the within-cell objective the leak audit voided.
# THE LEAKY SECRETARY FAMILY IS DELIBERATELY ABSENT.  It is void, and carrying it would only widen the search-adjusted null the honest arms have to clear.
# SECDECL's grid is EXTENDED DOWNWARD (f from 0.05) because the era diagnosis says the cell's best arrives at ~26% of the phase clock.  The old grid began at 0.25 — at its own boundary.
mode	era	criterion	score_column	family	policy	n_seeds	usd_per_session_ALL	sd_usd	ci_lo	ci_hi	n_trades_total	n_firing_sessions	n_era_sessions	usd_per_trade	top5_trade_share_of_pnl	shuffled_null	causal_oracle	capture_of_causal_oracle
eval	E4	context	A_EV_RAW	SECDECL	SECDECL_0.15_0.5	5	-78.72	27.0	-173.79	16.35	770.4	384.8	385	-39.55	0.09	-88.32	2133.0	-0.0369
eval	E4	context	A_EV_RAW	SECDECL	SECDECL_0.15_0.65	5	-78.1	26.59	-174.12	17.92	765.6	384.8	385	-39.52	0.092	-65.41	2133.0	-0.0366
eval	E4	context	A_EV_RAW	SECDECL	SECDECL_0.15_0.75	5	-70.88	30.59	-165.55	23.78	760.6	384.8	385	-36.1	0.091	-74.01	2133.0	-0.0332
eval	E4	context	A_EV_RAW	SECDECL	SECDECL_0.15_0.9	5	-69.27	21.99	-160.28	21.73	735.6	384.6	385	-36.27	0.088	-75.17	2133.0	-0.0325
eval	E4	context	A_EV_RAW	SECDECL	SECDECL_0.1_0.3	5	-83.66	24.19	-183.92	16.61	765.8	385.0	385	-42.22	0.082	-52.8	2133.0	-0.0392
eval	E4	context	A_EV_RAW	SECDECL	SECDECL_0.1_0.5	5	-77.88	25.51	-177.16	21.4	767.4	385.0	385	-39.16	0.082	-54.06	2133.0	-0.0365
eval	E4	context	A_EV_RAW	SECDECL	SECDECL_0.1_0.65	5	-96.2	25.12	-195.8	3.4	762.8	385.0	385	-48.73	0.086	-86.41	2133.0	-0.0451
eval	E4	context	A_EV_RAW	SECDECL	SECDECL_0.1_0.75	5	-97.97	18.59	-195.85	-0.08	758.0	385.0	385	-49.94	0.088	-28.95	2133.0	-0.0459
eval	E4	context	A_EV_RAW	SECDECL	SECDECL_0.1_0.9	5	-91.41	5.55	-189.61	6.79	743.8	385.0	385	-47.35	0.087	-49.37	2133.0	-0.0429
eval	E4	context	A_EV_RAW	SECDECL	SECDECL_0.25_0.3	5	-25.34	21.27	-108.89	58.22	807.8	385.0	385	-12.19	0.073	-39.29	2133.0	-0.0119
eval	E4	context	A_EV_RAW	SECDECL	SECDECL_0.25_0.5	5	-31.15	19.67	-114.38	52.08	796.2	384.6	385	-15.17	0.076	-69.77	2133.0	-0.0146
eval	E4	context	A_EV_RAW	SECDECL	SECDECL_0.25_0.65	5	-30.48	26.64	-113.39	52.42	782.8	384.2	385	-15.15	0.074	-77.62	2133.0	-0.0143
eval	E4	context	A_EV_RAW	SECDECL	SECDECL_0.25_0.75	5	-32.91	26.44	-114.95	49.13	762.0	384.0	385	-16.76	0.076	-34.0	2133.0	-0.0154
eval	E4	context	A_EV_RAW	SECDECL	SECDECL_0.25_0.9	5	-32.89	21.77	-109.7	43.91	713.4	381.8	385	-17.8	0.079	-40.78	2133.0	-0.0154
eval	E4	context	A_EV_RAW	SECDECL	SECDECL_0.2_0.3	5	-29.55	30.98	-121.41	62.31	790.8	385.0	385	-14.45	0.084	-53.44	2133.0	-0.0139
eval	E4	context	A_EV_RAW	SECDECL	SECDECL_0.2_0.5	5	-37.28	28.06	-127.62	53.05	791.4	384.6	385	-18.25	0.084	-47.13	2133.0	-0.0175
eval	E4	context	A_EV_RAW	SECDECL	SECDECL_0.2_0.65	5	-40.67	36.61	-130.4	49.06	777.2	384.6	385	-20.33	0.089	-58.02	2133.0	-0.0191
eval	E4	context	A_EV_RAW	SECDECL	SECDECL_0.2_0.75	5	-36.45	36.41	-124.1	51.2	770.2	384.6	385	-18.39	0.087	-63.71	2133.0	-0.0171
eval	E4	context	A_EV_RAW	SECDECL	SECDECL_0.2_0.9	5	-34.02	42.79	-119.87	51.83	730.6	383.8	385	-18.12	0.091	-65.39	2133.0	-0.0159
eval	E4	context	A_EV_RAW	SECDECL	SECDECL_0.35_0.3	5	-38.81	22.24	-111.43	33.81	806.6	384.6	385	-18.62	0.077	-68.68	2133.0	-0.0182
eval	E4	context	A_EV_RAW	SECDECL	SECDECL_0.35_0.5	5	-38.64	21.65	-110.67	33.39	793.0	384.4	385	-18.81	0.08	-38.85	2133.0	-0.0181
eval	E4	context	A_EV_RAW	SECDECL	SECDECL_0.35_0.65	5	-38.18	16.29	-111.2	34.83	764.8	383.6	385	-19.34	0.085	-45.24	2133.0	-0.0179
eval	E4	context	A_EV_RAW	SECDECL	SECDECL_0.35_0.75	5	-30.21	13.02	-101.63	41.2	737.4	382.6	385	-15.82	0.088	-43.93	2133.0	-0.0142
eval	E4	context	A_EV_RAW	SECDECL	SECDECL_0.35_0.9	5	-19.46	14.01	-87.37	48.46	650.8	375.2	385	-11.56	0.096	-50.79	2133.0	-0.0091
eval	E4	context	A_EV_RAW	SECNHAT	SECNHAT_0.05	5	-83.09	29.21	-182.01	15.83	728.0	384.0	385	-44.01	0.091	-54.41	2133.0	-0.039
eval	E4	context	A_EV_RAW	SECNHAT	SECNHAT_0.1	5	-72.51	43.22	-159.52	14.49	703.8	382.0	385	-39.49	0.094	-67.58	2133.0	-0.034
eval	E4	context	A_EV_RAW	SECNHAT	SECNHAT_0.15	5	-46.01	27.57	-126.72	34.71	671.6	377.6	385	-26.59	0.093	-62.08	2133.0	-0.0216
eval	E4	context	A_EV_RAW	SECNHAT	SECNHAT_0.25	5	-7.01	18.92	-83.86	69.84	585.2	362.8	385	-4.25	0.101	-94.99	2133.0	-0.0033
eval	E4	context	A_EV_RAW	SECNHAT	SECNHAT_0.4	5	10.06	17.05	-59.06	79.19	485.8	326.2	385	7.74	0.127	-27.05	2133.0	0.0047
eval	E4	context	A_EV_RAW	SECNHAT	SECNHAT_0.6	5	1.33	9.29	-49.99	52.66	341.8	254.2	385	1.33	0.171	-23.27	2133.0	0.0006
eval	E4	context	A_EV_RAW	SECTIME	SECTIME_0.05	5	-88.07	26.98	-184.75	8.61	739.0	384.8	385	-46.11	0.087	-108.37	2133.0	-0.0413
eval	E4	context	A_EV_RAW	SECTIME	SECTIME_0.1	5	-88.79	26.76	-185.02	7.43	714.4	384.4	385	-47.88	0.084	-56.51	2133.0	-0.0416
eval	E4	context	A_EV_RAW	SECTIME	SECTIME_0.15	5	-54.55	26.67	-148.77	39.66	697.6	383.2	385	-30.07	0.09	-81.66	2133.0	-0.0256
eval	E4	context	A_EV_RAW	SECTIME	SECTIME_0.25	5	-33.67	11.49	-107.22	39.88	642.0	373.6	385	-20.23	0.088	-37.0	2133.0	-0.0158
eval	E4	context	A_EV_RAW	SECTIME	SECTIME_0.4	5	-23.61	9.08	-73.85	26.62	490.6	336.0	385	-18.59	0.114	-23.12	2133.0	-0.0111
eval	E4	context	A_EV_RAW	SECTIME	SECTIME_0.6	5	-27.8	6.72	-64.3	8.7	363.6	283.4	385	-29.72	0.172	-14.18	2133.0	-0.013
eval	E4	context	A_EV_RAW	SECTIME_RE	SECTIME_RE_0.05	5	-88.19	26.95	-184.82	8.45	739.4	384.8	385	-46.15	0.087	-79.13	2133.0	-0.0413
eval	E4	context	A_EV_RAW	SECTIME_RE	SECTIME_RE_0.1	5	-88.88	26.67	-185.09	7.33	714.8	384.4	385	-47.9	0.084	-88.77	2133.0	-0.0417
eval	E4	context	A_EV_RAW	SECTIME_RE	SECTIME_RE_0.15	5	-54.64	26.69	-148.84	39.56	698.0	383.2	385	-30.1	0.09	-69.54	2133.0	-0.0256
eval	E4	context	A_EV_RAW	SECTIME_RE	SECTIME_RE_0.25	5	-33.74	11.48	-107.29	39.8	643.0	373.6	385	-20.24	0.088	-26.04	2133.0	-0.0158
eval	E4	context	A_EV_RAW	SECTIME_RE	SECTIME_RE_0.4	5	-23.69	9.03	-73.96	26.58	491.8	336.0	385	-18.62	0.114	-21.34	2133.0	-0.0111
eval	E4	context	A_EV_RAW	SECTIME_RE	SECTIME_RE_0.6	5	-27.81	6.66	-64.31	8.69	364.2	283.4	385	-29.68	0.172	-17.62	2133.0	-0.013
eval	E4	context	A_EV_RAW	TAU_LEVEL	TAU_0.5	5	-22.29	34.47	-128.25	83.66	782.2	385.0	385	-11.05	0.068	-78.75	2133.0	-0.0105
eval	E4	context	A_EV_RAW	TAU_LEVEL	TAU_0.7	5	-2.43	32.47	-100.57	95.7	732.6	384.4	385	-1.18	0.07	-40.07	2133.0	-0.0011
eval	E4	context	A_EV_RAW	TAU_LEVEL	TAU_0.8	5	-32.36	16.19	-121.79	57.06	651.2	376.8	385	-19.34	0.085	-73.48	2133.0	-0.0152
eval	E4	context	A_EV_RAW	TAU_LEVEL	TAU_0.9	5	-47.38	18.42	-134.66	39.91	506.4	337.0	385	-35.74	0.124	-74.54	2133.0	-0.0222
eval	E4	context	A_EV_RAW	TAU_LEVEL	TAU_0.95	5	-40.43	14.47	-119.29	38.43	352.6	262.0	385	-44.08	0.162	-29.33	2133.0	-0.019
eval	E4	context	A_EV_RAW	TAU_LEVEL	TAU_0.975	5	-38.11	14.04	-90.54	14.31	197.2	168.6	385	-73.3	0.25	-59.29	2133.0	-0.0179
eval	E4	context	A_EV_RAW	TAU_LEVEL	TAU_0.99	5	-7.05	7.06	-40.79	26.69	40.8	39.2	385	-80.06	0.76	-34.7	2133.0	-0.0033
eval	E4	context	A_PBAR_CAL	CELLSOFAR	CELLSOFAR_0.8	5	-10.81	31.14	-118.32	96.7	732.0	385.0	385	-5.92	0.085	-90.09	2133.0	-0.0051
eval	E4	context	A_PBAR_CAL	CELLSOFAR	CELLSOFAR_0.9	5	16.69	20.51	-92.2	125.57	675.8	384.6	385	9.41	0.083	-64.88	2133.0	0.0078
eval	E4	context	A_PBAR_CAL	CELLSOFAR	CELLSOFAR_0.95	5	5.14	32.71	-100.56	110.84	631.8	383.0	385	3.08	0.09	-52.26	2133.0	0.0024
eval	E4	context	A_PBAR_CAL	CELLSOFAR	CELLSOFAR_0.99	5	2.83	25.4	-101.21	106.87	589.6	376.8	385	1.7	0.094	-65.24	2133.0	0.0013
