# PORT M2 port m2 NEW DECISION OBJECTS — joint (member x delay) ranking, rank-then-gate-verify, optimal stopping (E3-E7 develop, E8 one blind read) (lane=port-m2-newobj; version=PORT-M2-NEWOBJ-V1; seed=20260813)
# E8 QUARANTINE: every fit, threshold and selection in this file is made on E3-E7 only; E8 rows are ONE labeled blind read and were never an input to any choice.
# TWO DEFECTS ARE FIXED IN THIS TABLE AND BOTH CHANGE THE HEADLINE.
# (1) THE DENOMINATOR.  `newobj.replay_delayed` emits one row per session THAT TRADED, and `read_rows` averages over exactly those, so every `usd_per_session` this program has printed for an ABSTAINING rule is conditional on trading.  usd_per_session_ALL is the honest figure: non-trading sessions contribute $0 and the mean is over the era's real session count.  usd_per_FIRING_session is the incumbent's quantity, kept beside it so the two are never confused again.  n_trades_total is the count that makes the difference legible.
# (2) THE MISSING FAMILIES.  `ARRIVAL_FITTED.tsv` carried 20 of these 30 policies: the fitted score columns were written only on eval rows, so `seats_tau`/`seats_occupancy` found an all-NaN training block, returned an empty seat list, and were dropped by `if not real: continue`.  Every LEVEL-consuming rule was missing from the table built to measure a calibrated LEVEL — OCCUPANCY among them, the declining-bar rule the seated-vs-selected diagnosis named as the medicine and which the journal recorded as already in flight.
# A POLICY THAT SEATS NOTHING NOW PRINTS A ROW READING $0.00 AT 0.000 seats/session instead of vanishing.
# REPLAYED ON THE ERA'S EVAL ROWS.  Reading the maximum of this table as an achievement is the winner's curse; see KNOB_HONESTY.tsv.
# Scores are the incumbent's own ISOTONICALLY CALIBRATED columns, extended to cover the training block (CALEV, verified to reproduce the incumbent's eval-row values exactly).  The inner table uses CALIN — the same map fitted on the inner TRAIN days — so the selector is out-of-sample in the same way the eval read is.
era	criterion	target	policy	knob	n_seeds	usd_per_session_ALL	sd_usd	ci_lo	ci_hi	usd_per_FIRING_session	n_firing_sessions	n_era_sessions	n_trades_total	usd_per_trade	seats_per_session	shuffled_null	causal_oracle	capture_of_causal_oracle	aim_08causal	gap_to_aim
E4	context	A_EV	SECRETARY_0.1	0.1	5	-84.51	34.17	-174.2	5.18	-84.58	384.6	385	727.8	-44.65	1.8904	-74.07	2133.0	-0.0396	1706.4	-1790.91
E4	context	A_EV	SECRETARY_0.25	0.25	5	-46.84	25.07	-122.25	28.58	-47.96	376.6	385	655.0	-27.62	1.7013	-38.25	2133.0	-0.022	1706.4	-1753.24
E4	context	A_EV	SECRETARY_0.5	0.5	5	-29.04	7.35	-83.65	25.56	-32.61	344.0	385	518.2	-21.77	1.346	-36.06	2133.0	-0.0136	1706.4	-1735.44
E4	context	A_EV	SECRETARY_0.6	0.6	5	-27.81	7.58	-69.84	14.22	-33.63	321.4	385	442.6	-24.65	1.1496	-38.25	2133.0	-0.013	1706.4	-1734.21
E4	context	A_EV	SECRETARY_0.7	0.7	5	-30.62	7.73	-62.7	1.47	-39.77	297.8	385	390.8	-30.42	1.0151	-30.63	2133.0	-0.0144	1706.4	-1737.02
E4	context	A_EV	SECRETARY_0.8	0.8	5	-15.12	6.52	-39.69	9.44	-22.89	255.8	385	317.6	-18.62	0.8249	-10.94	2133.0	-0.0071	1706.4	-1721.52
E4	context	A_EV	SECRETARY_RE_0.1	0.1	5	-84.46	34.22	-174.16	5.24	-84.54	384.6	385	728.2	-44.61	1.8914	-67.51	2133.0	-0.0396	1706.4	-1790.86
E4	context	A_EV	SECRETARY_RE_0.25	0.25	5	-47.14	24.93	-122.51	28.22	-48.27	376.6	385	656.6	-27.74	1.7055	-81.86	2133.0	-0.0221	1706.4	-1753.54
E4	context	A_EV	SECRETARY_RE_0.5	0.5	5	-29.12	7.26	-83.7	25.46	-32.7	344.0	385	519.0	-21.8	1.3481	-53.64	2133.0	-0.0137	1706.4	-1735.52
E4	context	A_EV	SECRETARY_RE_0.6	0.6	5	-28.18	7.68	-70.24	13.88	-34.08	321.4	385	444.0	-24.89	1.1532	-36.27	2133.0	-0.0132	1706.4	-1734.58
E4	context	A_EV	SECRETARY_RE_0.7	0.7	5	-30.67	7.74	-62.75	1.41	-39.84	297.8	385	391.0	-30.46	1.0156	-23.33	2133.0	-0.0144	1706.4	-1737.07
E4	context	A_EV	SECRETARY_RE_0.8	0.8	5	-15.18	6.44	-39.74	9.38	-22.97	255.8	385	317.8	-18.68	0.8255	-14.94	2133.0	-0.0071	1706.4	-1721.58
E4	context	A_EV	TAU_0.5	0.5	5	-22.29	34.47	-128.25	83.66	-22.29	385.0	385	782.2	-11.05	2.0317	-78.75	2133.0	-0.0105	1706.4	-1728.69
E4	context	A_EV	TAU_0.7	0.7	5	-2.43	32.47	-100.57	95.7	-2.4	384.4	385	732.6	-1.18	1.9029	-40.07	2133.0	-0.0011	1706.4	-1708.83
E4	context	A_EV	TAU_0.8	0.8	5	-32.36	16.19	-121.79	57.06	-33.17	376.8	385	651.2	-19.34	1.6914	-73.48	2133.0	-0.0152	1706.4	-1738.76
E4	context	A_EV	TAU_0.9	0.9	5	-47.38	18.42	-134.66	39.91	-54.25	337.0	385	506.4	-35.74	1.3153	-74.54	2133.0	-0.0222	1706.4	-1753.78
E4	context	A_EV	TAU_0.95	0.95	5	-40.43	14.47	-119.29	38.43	-59.25	262.0	385	352.6	-44.08	0.9158	-29.33	2133.0	-0.019	1706.4	-1746.83
E4	context	A_EV	TAU_0.975	0.975	5	-38.11	14.04	-90.54	14.31	-85.87	168.6	385	197.2	-73.3	0.5122	-59.29	2133.0	-0.0179	1706.4	-1744.51
E4	context	A_EV	TAU_0.99	0.99	5	-7.05	7.06	-40.79	26.69	-80.84	39.2	385	40.8	-80.06	0.106	-34.7	2133.0	-0.0033	1706.4	-1713.45
E4	context	A_PBAR	CELLSOFAR_0.8	0.8	5	-10.81	31.14	-118.32	96.7	-10.81	385.0	385	732.0	-5.92	1.9013	-54.31	2133.0	-0.0051	1706.4	-1717.21
E4	context	A_PBAR	CELLSOFAR_0.9	0.9	5	16.69	20.51	-92.2	125.57	16.67	384.6	385	675.8	9.41	1.7553	-35.31	2133.0	0.0078	1706.4	-1689.71
E4	context	A_PBAR	CELLSOFAR_0.95	0.95	5	5.14	32.71	-100.56	110.84	5.22	383.0	385	631.8	3.08	1.641	-52.95	2133.0	0.0024	1706.4	-1701.26
E4	context	A_PBAR	CELLSOFAR_0.99	0.99	5	2.83	25.4	-101.21	106.87	2.87	376.8	385	589.6	1.7	1.5314	-87.75	2133.0	0.0013	1706.4	-1703.57
E4	context	A_PBAR	DAYSOFAR_0.5	0.5	5	-12.39	8.42	-113.35	88.56	-12.39	385.0	385	785.4	-6.08	2.04	-36.04	2133.0	-0.0058	1706.4	-1718.79
E4	context	A_PBAR	DAYSOFAR_0.7	0.7	5	-8.72	20.19	-108.46	91.01	-8.72	385.0	385	768.2	-4.41	1.9953	-20.58	2133.0	-0.0041	1706.4	-1715.12
E4	context	A_PBAR	DAYSOFAR_0.9	0.9	5	4.93	16.17	-100.76	110.62	4.93	384.8	385	660.4	2.94	1.7153	-29.13	2133.0	0.0023	1706.4	-1701.47
E4	context	A_PBAR	FIRST_3		5	-80.87	0.0	-175.93	14.19	-80.87	385.0	385	786.0	-39.61	2.0416	-80.87	2133.0	-0.0379	1706.4	-1787.27
E4	context	A_PBAR	OCCUPANCY_0.5	0.5	5	28.75	29.99	-74.51	132.01	30.14	364.6	385	441.4	24.63	1.1465	-73.56	2133.0	0.0135	1706.4	-1677.65
E4	context	A_PBAR	OCCUPANCY_1	1.0	5	55.11	22.4	-53.86	164.09	56.29	377.2	385	491.2	43.17	1.2758	-36.03	2133.0	0.0258	1706.4	-1651.29
E4	context	A_PBAR	OCCUPANCY_2	2.0	5	59.52	45.86	-54.06	173.09	59.77	383.4	385	532.4	43.02	1.3829	-63.99	2133.0	0.0279	1706.4	-1646.88
E4	context	A_PBAR	SECRETARY_0.1	0.1	5	-25.7	15.68	-89.05	37.65	-38.23	256.6	385	310.0	-31.44	0.8052	-62.19	2133.0	-0.012	1706.4	-1732.1
E4	context	A_PBAR	SECRETARY_0.25	0.25	5	-3.82	4.09	-35.38	27.73	-16.25	90.4	385	97.2	-15.09	0.2525	-67.85	2133.0	-0.0018	1706.4	-1710.22
E4	context	A_PBAR	SECRETARY_0.5	0.5	5	-0.9	5.79	-16.21	14.41	-30.17	17.2	385	18.0	-32.46	0.0468	-39.05	2133.0	-0.0004	1706.4	-1707.3
E4	context	A_PBAR	SECRETARY_0.6	0.6	5	-0.94	1.85	-9.55	7.68	-34.56	7.2	385	7.2	-34.56	0.0187	-22.23	2133.0	-0.0004	1706.4	-1707.34
E4	context	A_PBAR	SECRETARY_0.7	0.7	5	-1.14	1.71	-3.38	1.11	-87.69	1.6	385	1.6	-146.15	0.0042	-20.71	2133.0	-0.0005	1706.4	-1707.54
E4	context	A_PBAR	SECRETARY_0.8	0.8	5	-0.01	0.38	-0.49	0.48	25.12	1.0	385	1.0	41.87	0.0026	-5.76	2133.0	-0.0	1706.4	-1706.41
E4	context	A_PBAR	SECRETARY_RE_0.1	0.1	5	-25.7	15.68	-89.05	37.65	-38.23	256.6	385	310.0	-31.44	0.8052	-66.71	2133.0	-0.012	1706.4	-1732.1
E4	context	A_PBAR	SECRETARY_RE_0.25	0.25	5	-3.82	4.09	-35.38	27.73	-16.25	90.4	385	97.2	-15.09	0.2525	-64.23	2133.0	-0.0018	1706.4	-1710.22
E4	context	A_PBAR	SECRETARY_RE_0.5	0.5	5	-0.9	5.79	-16.21	14.41	-30.17	17.2	385	18.0	-32.46	0.0468	-45.85	2133.0	-0.0004	1706.4	-1707.3
E4	context	A_PBAR	SECRETARY_RE_0.6	0.6	5	-0.94	1.85	-9.55	7.68	-34.56	7.2	385	7.2	-34.56	0.0187	-26.06	2133.0	-0.0004	1706.4	-1707.34
E4	context	A_PBAR	SECRETARY_RE_0.7	0.7	5	-1.14	1.71	-3.38	1.11	-87.69	1.6	385	1.6	-146.15	0.0042	-12.22	2133.0	-0.0005	1706.4	-1707.54
E4	context	A_PBAR	SECRETARY_RE_0.8	0.8	5	-0.01	0.38	-0.49	0.48	25.12	1.0	385	1.0	41.87	0.0026	-19.34	2133.0	-0.0	1706.4	-1706.41
E4	context	A_PBAR	TAU_0.5	0.5	5	-80.87	0.0	-175.93	14.19	-80.87	385.0	385	786.0	-39.61	2.0416	-57.19	2133.0	-0.0379	1706.4	-1787.27
E4	context	A_PBAR	TAU_0.7	0.7	5	-71.74	6.23	-166.97	23.5	-71.74	385.0	385	788.0	-35.05	2.0468	-56.56	2133.0	-0.0336	1706.4	-1778.14
E4	context	A_PBAR	TAU_0.8	0.8	5	-56.35	5.63	-150.92	38.22	-56.35	385.0	385	767.6	-28.3	1.9938	-68.1	2133.0	-0.0264	1706.4	-1762.75
E4	context	A_PBAR	TAU_0.9	0.9	5	-2.46	16.91	-110.89	105.97	-2.46	385.0	385	649.0	-1.47	1.6857	-48.71	2133.0	-0.0012	1706.4	-1708.86
E4	context	A_PBAR	TAU_0.95	0.95	5	21.6	21.39	-92.17	135.37	21.64	383.2	385	576.6	14.12	1.4977	-62.81	2133.0	0.0101	1706.4	-1684.8
E4	context	A_PBAR	TAU_0.975	0.975	5	38.19	42.95	-75.24	151.62	39.35	374.0	385	506.0	28.99	1.3143	-26.11	2133.0	0.0179	1706.4	-1668.21
E4	context	A_PBAR	TAU_0.99	0.99	5	53.3	25.81	-50.91	157.51	60.65	340.6	385	408.8	50.98	1.0618	-70.8	2133.0	0.025	1706.4	-1653.1
E4	context	A_PWIN	CELLSOFAR_0.8	0.8	5	-44.93	36.05	-143.67	53.81	-44.93	385.0	385	734.8	-23.71	1.9086	-43.52	2133.0	-0.0211	1706.4	-1751.33
E4	context	A_PWIN	CELLSOFAR_0.9	0.9	5	-27.23	29.02	-132.17	77.71	-27.22	384.8	385	701.2	-14.93	1.8213	-40.36	2133.0	-0.0128	1706.4	-1733.63
E4	context	A_PWIN	CELLSOFAR_0.95	0.95	5	-30.73	17.85	-138.28	76.83	-30.77	384.6	385	680.2	-17.51	1.7668	-67.59	2133.0	-0.0144	1706.4	-1737.13
E4	context	A_PWIN	CELLSOFAR_0.99	0.99	5	-28.09	23.38	-133.64	77.47	-28.24	383.8	385	660.4	-16.69	1.7153	-53.94	2133.0	-0.0132	1706.4	-1734.49
E4	context	A_PWIN	DAYSOFAR_0.5	0.5	5	-92.63	33.19	-191.58	6.33	-92.63	385.0	385	703.2	-50.95	1.8265	-37.71	2133.0	-0.0434	1706.4	-1799.03
E4	context	A_PWIN	DAYSOFAR_0.7	0.7	5	-76.86	42.85	-177.62	23.9	-76.86	385.0	385	667.8	-44.54	1.7345	-28.7	2133.0	-0.036	1706.4	-1783.26
E4	context	A_PWIN	DAYSOFAR_0.9	0.9	5	-75.95	42.74	-180.09	28.18	-76.21	383.6	385	623.6	-47.14	1.6197	-46.76	2133.0	-0.0356	1706.4	-1782.35
E4	context	A_PWIN	FIRST_3		5	-80.87	0.0	-175.93	14.19	-80.87	385.0	385	786.0	-39.61	2.0416	-80.87	2133.0	-0.0379	1706.4	-1787.27
E4	context	A_PWIN	OCCUPANCY_0.5	0.5	5	-44.33	37.26	-141.28	52.63	-49.37	345.0	385	405.0	-41.84	1.0519	-58.71	2133.0	-0.0208	1706.4	-1750.73
E4	context	A_PWIN	OCCUPANCY_1	1.0	5	-60.99	35.37	-154.43	32.45	-62.42	375.0	385	467.6	-49.84	1.2145	-85.55	2133.0	-0.0286	1706.4	-1767.39
E4	context	A_PWIN	OCCUPANCY_2	2.0	5	-49.08	36.37	-150.51	52.35	-50.12	376.0	385	471.4	-39.94	1.2244	-52.42	2133.0	-0.023	1706.4	-1755.48
E4	context	A_PWIN	SECRETARY_0.1	0.1	5	-33.82	37.12	-89.88	22.23	-60.69	212.4	385	249.0	-53.35	0.6468	-41.76	2133.0	-0.0159	1706.4	-1740.22
E4	context	A_PWIN	SECRETARY_0.25	0.25	5	-7.56	19.83	-44.08	28.96	-26.03	105.6	385	112.2	-25.21	0.2914	-18.66	2133.0	-0.0035	1706.4	-1713.96
E4	context	A_PWIN	SECRETARY_0.5	0.5	5	-4.8	7.88	-24.76	15.16	-68.79	30.6	385	31.8	-68.29	0.0826	-21.04	2133.0	-0.0023	1706.4	-1711.2
E4	context	A_PWIN	SECRETARY_0.6	0.6	5	-2.84	5.85	-17.4	11.72	-47.99	19.6	385	19.8	-47.83	0.0514	-33.07	2133.0	-0.0013	1706.4	-1709.24
E4	context	A_PWIN	SECRETARY_0.7	0.7	5	-2.29	3.7	-9.74	5.15	-98.39	10.2	385	10.2	-98.39	0.0265	-21.34	2133.0	-0.0011	1706.4	-1708.69
E4	context	A_PWIN	SECRETARY_0.8	0.8	5	-0.58	1.4	-4.24	3.08	-22.98	3.6	385	3.6	-22.98	0.0094	-3.75	2133.0	-0.0003	1706.4	-1706.98
E4	context	A_PWIN	SECRETARY_RE_0.1	0.1	5	-33.82	37.12	-89.88	22.23	-60.69	212.4	385	249.0	-53.35	0.6468	-68.24	2133.0	-0.0159	1706.4	-1740.22
E4	context	A_PWIN	SECRETARY_RE_0.25	0.25	5	-7.56	19.83	-44.08	28.96	-26.03	105.6	385	112.2	-25.21	0.2914	-39.24	2133.0	-0.0035	1706.4	-1713.96
E4	context	A_PWIN	SECRETARY_RE_0.5	0.5	5	-4.8	7.88	-24.76	15.16	-68.79	30.6	385	31.8	-68.29	0.0826	-33.4	2133.0	-0.0023	1706.4	-1711.2
E4	context	A_PWIN	SECRETARY_RE_0.6	0.6	5	-2.84	5.85	-17.4	11.72	-47.99	19.6	385	19.8	-47.83	0.0514	-14.59	2133.0	-0.0013	1706.4	-1709.24
E4	context	A_PWIN	SECRETARY_RE_0.7	0.7	5	-2.29	3.7	-9.74	5.15	-98.39	10.2	385	10.2	-98.39	0.0265	-16.82	2133.0	-0.0011	1706.4	-1708.69
E4	context	A_PWIN	SECRETARY_RE_0.8	0.8	5	-0.58	1.4	-4.24	3.08	-22.98	3.6	385	3.6	-22.98	0.0094	-4.87	2133.0	-0.0003	1706.4	-1706.98
E4	context	A_PWIN	TAU_0.5	0.5	5	-74.62	19.56	-169.14	19.91	-74.62	385.0	385	660.8	-43.53	1.7164	-83.04	2133.0	-0.035	1706.4	-1781.02
E4	context	A_PWIN	TAU_0.7	0.7	5	-78.57	24.99	-185.71	28.57	-79.67	379.2	385	568.8	-53.21	1.4774	-55.71	2133.0	-0.0368	1706.4	-1784.97
E4	context	A_PWIN	TAU_0.8	0.8	5	-61.67	13.43	-172.91	49.57	-63.53	374.2	385	550.2	-43.49	1.4291	-54.39	2133.0	-0.0289	1706.4	-1768.07
E4	context	A_PWIN	TAU_0.9	0.9	5	-70.58	16.39	-178.8	37.63	-76.62	355.0	385	497.2	-55.33	1.2914	-41.83	2133.0	-0.0331	1706.4	-1776.98
E4	context	A_PWIN	TAU_0.95	0.95	5	-63.02	13.14	-168.69	42.64	-71.08	343.0	385	477.4	-51.8	1.24	-86.68	2133.0	-0.0295	1706.4	-1769.42
E4	context	A_PWIN	TAU_0.975	0.975	5	-41.43	34.52	-126.11	43.24	-65.58	240.0	385	297.2	-53.74	0.7719	-26.46	2133.0	-0.0194	1706.4	-1747.83
E4	context	A_PWIN	TAU_0.99	0.99	5	-41.67	34.19	-124.02	40.69	-65.29	230.6	385	281.6	-53.22	0.7314	-51.3	2133.0	-0.0195	1706.4	-1748.07
E5	BINDING	A_EV	CELLSOFAR_0.8	0.8	5	-0.73	15.4	-110.5	109.04	-0.73	387.0	387	791.0	-0.36	2.0439	-88.72	2021.0	-0.0004	1616.8	-1617.53
E5	BINDING	A_EV	CELLSOFAR_0.9	0.9	5	-2.36	26.06	-107.07	102.35	-2.36	387.0	387	790.6	-1.15	2.0429	-56.15	2021.0	-0.0012	1616.8	-1619.16
E5	BINDING	A_EV	CELLSOFAR_0.95	0.95	5	-26.83	28.39	-128.87	75.21	-26.83	387.0	387	784.8	-13.16	2.0279	-79.24	2021.0	-0.0133	1616.8	-1643.63
E5	BINDING	A_EV	CELLSOFAR_0.99	0.99	5	-20.6	26.97	-123.41	82.21	-20.63	386.8	387	777.0	-10.21	2.0078	-47.96	2021.0	-0.0102	1616.8	-1637.4
E5	BINDING	A_EV	DAYSOFAR_0.5	0.5	5	-33.84	20.78	-135.56	67.87	-33.84	387.0	387	780.0	-16.88	2.0155	36.27	2021.0	-0.0167	1616.8	-1650.64
E5	BINDING	A_EV	DAYSOFAR_0.7	0.7	5	-18.76	22.28	-117.72	80.19	-18.76	387.0	387	782.4	-9.34	2.0217	-10.04	2021.0	-0.0093	1616.8	-1635.56
E5	BINDING	A_EV	DAYSOFAR_0.9	0.9	5	-35.62	25.82	-129.45	58.21	-35.66	386.4	387	747.4	-18.55	1.9313	-67.01	2021.0	-0.0176	1616.8	-1652.42
E5	BINDING	A_EV	FIRST_3		5	-59.96	0.0	-158.54	38.61	-59.96	387.0	387	775.0	-29.94	2.0026	-59.96	2021.0	-0.0297	1616.8	-1676.76
E5	BINDING	A_EV	OCCUPANCY_0.5	0.5	5	-60.74	26.39	-125.49	4.01	-65.15	360.2	387	431.8	-54.34	1.1158	-16.12	2021.0	-0.0301	1616.8	-1677.54
E5	BINDING	A_EV	OCCUPANCY_1	1.0	5	-65.27	21.18	-136.49	5.95	-67.69	373.0	387	461.4	-54.69	1.1922	-35.27	2021.0	-0.0323	1616.8	-1682.07
E5	BINDING	A_EV	OCCUPANCY_2	2.0	5	-48.18	22.18	-120.72	24.36	-49.65	375.6	387	499.6	-37.63	1.291	-63.88	2021.0	-0.0238	1616.8	-1664.98
E5	BINDING	A_EV	SECRETARY_0.1	0.1	5	-33.37	48.39	-121.04	54.29	-33.42	386.2	387	772.2	-16.75	1.9953	-34.92	2021.0	-0.0165	1616.8	-1650.17
E5	BINDING	A_EV	SECRETARY_0.25	0.25	5	5.14	26.42	-67.78	78.06	5.37	381.0	387	711.8	2.8	1.8393	-63.61	2021.0	0.0025	1616.8	-1611.66
E5	BINDING	A_EV	SECRETARY_0.5	0.5	5	-10.3	13.49	-61.77	41.17	-11.25	355.8	387	559.8	-7.04	1.4465	-28.99	2021.0	-0.0051	1616.8	-1627.1
E5	BINDING	A_EV	SECRETARY_0.6	0.6	5	-28.92	10.33	-72.95	15.12	-32.68	342.2	387	501.4	-22.14	1.2956	-14.12	2021.0	-0.0143	1616.8	-1645.72
E5	BINDING	A_EV	SECRETARY_0.7	0.7	5	-37.11	11.1	-71.02	-3.2	-45.75	313.2	387	430.6	-33.11	1.1127	-13.2	2021.0	-0.0184	1616.8	-1653.91
E5	BINDING	A_EV	SECRETARY_0.8	0.8	5	-24.09	13.86	-49.4	1.21	-33.42	275.8	387	352.0	-26.03	0.9096	-8.58	2021.0	-0.0119	1616.8	-1640.89
E5	BINDING	A_EV	SECRETARY_RE_0.1	0.1	5	-33.65	48.34	-121.25	53.94	-33.7	386.2	387	774.2	-16.88	2.0005	-91.92	2021.0	-0.0167	1616.8	-1650.45
E5	BINDING	A_EV	SECRETARY_RE_0.25	0.25	5	4.99	26.36	-67.89	77.86	5.22	381.0	387	713.4	2.71	1.8434	-72.25	2021.0	0.0025	1616.8	-1611.81
E5	BINDING	A_EV	SECRETARY_RE_0.5	0.5	5	-10.63	13.46	-62.04	40.77	-11.61	355.8	387	563.0	-7.23	1.4548	-26.82	2021.0	-0.0053	1616.8	-1627.43
E5	BINDING	A_EV	SECRETARY_RE_0.6	0.6	5	-29.14	10.33	-73.16	14.88	-32.93	342.2	387	504.0	-22.2	1.3023	-13.27	2021.0	-0.0144	1616.8	-1645.94
E5	BINDING	A_EV	SECRETARY_RE_0.7	0.7	5	-37.33	11.07	-71.28	-3.39	-46.02	313.2	387	433.2	-33.11	1.1194	-23.64	2021.0	-0.0185	1616.8	-1654.13
E5	BINDING	A_EV	SECRETARY_RE_0.8	0.8	5	-24.24	13.87	-49.58	1.09	-33.63	275.8	387	354.2	-26.06	0.9152	-13.4	2021.0	-0.012	1616.8	-1641.04
E5	BINDING	A_EV	TAU_0.5	0.5	5	-37.86	26.26	-134.41	58.7	-37.86	387.0	387	782.8	-18.75	2.0227	-52.12	2021.0	-0.0187	1616.8	-1654.66
E5	BINDING	A_EV	TAU_0.7	0.7	5	-10.44	25.02	-103.8	82.92	-10.49	385.0	387	745.6	-5.34	1.9266	-21.06	2021.0	-0.0052	1616.8	-1627.24
E5	BINDING	A_EV	TAU_0.8	0.8	5	13.59	27.13	-74.65	101.84	13.87	375.0	387	653.8	7.79	1.6894	-39.51	2021.0	0.0067	1616.8	-1603.21
E5	BINDING	A_EV	TAU_0.9	0.9	5	26.95	21.28	-53.21	107.11	34.34	314.4	387	423.0	25.65	1.093	-52.02	2021.0	0.0133	1616.8	-1589.85
E5	BINDING	A_EV	TAU_0.95	0.95	5	11.66	25.53	-49.02	72.34	21.96	202.4	387	235.2	18.4	0.6078	-13.3	2021.0	0.0058	1616.8	-1605.14
E5	BINDING	A_EV	TAU_0.975	0.975	5	-4.17	11.52	-52.82	44.48	-13.54	122.4	387	131.0	-13.31	0.3385	-55.26	2021.0	-0.0021	1616.8	-1620.97
E5	BINDING	A_EV	TAU_0.99	0.99	5	9.19	14.89	-30.31	48.69	94.06	44.0	387	44.8	92.9	0.1158	-48.77	2021.0	0.0045	1616.8	-1607.61
E5	BINDING	A_PBAR	CELLSOFAR_0.8	0.8	5	-94.27	19.73	-188.98	0.43	-94.27	387.0	387	724.4	-50.49	1.8718	-71.19	2021.0	-0.0466	1616.8	-1711.07
E5	BINDING	A_PBAR	CELLSOFAR_0.9	0.9	5	-84.19	19.45	-183.02	14.64	-84.39	386.2	387	666.2	-49.03	1.7214	-68.08	2021.0	-0.0417	1616.8	-1700.99
