# PORT M2 port m2 NEW DECISION OBJECTS — joint (member x delay) ranking, rank-then-gate-verify, optimal stopping (E3-E7 develop, E8 one blind read) (lane=port-m2-newobj; version=PORT-M2-NEWOBJ-V1; seed=20260813)
# E8 QUARANTINE: every fit, threshold and selection in this file is made on E3-E7 only; E8 rows are ONE labeled blind read and were never an input to any choice.
# TWO DEFECTS ARE FIXED IN THIS TABLE AND BOTH CHANGE THE HEADLINE.
# (1) THE DENOMINATOR.  `newobj.replay_delayed` emits one row per session THAT TRADED, and `read_rows` averages over exactly those, so every `usd_per_session` this program has printed for an ABSTAINING rule is conditional on trading.  usd_per_session_ALL is the honest figure: non-trading sessions contribute $0 and the mean is over the era's real session count.  usd_per_FIRING_session is the incumbent's quantity, kept beside it so the two are never confused again.  n_trades_total is the count that makes the difference legible.
# (2) THE MISSING FAMILIES.  `ARRIVAL_FITTED.tsv` carried 20 of these 30 policies: the fitted score columns were written only on eval rows, so `seats_tau`/`seats_occupancy` found an all-NaN training block, returned an empty seat list, and were dropped by `if not real: continue`.  Every LEVEL-consuming rule was missing from the table built to measure a calibrated LEVEL — OCCUPANCY among them, the declining-bar rule the seated-vs-selected diagnosis named as the medicine and which the journal recorded as already in flight.
# A POLICY THAT SEATS NOTHING NOW PRINTS A ROW READING $0.00 AT 0.000 seats/session instead of vanishing.
# REPLAYED ON THE ERA'S EVAL ROWS.  Reading the maximum of this table as an achievement is the winner's curse; see KNOB_HONESTY.tsv.
# Scores are the incumbent's own ISOTONICALLY CALIBRATED columns, extended to cover the training block (CALEV, verified to reproduce the incumbent's eval-row values exactly).  The inner table uses CALIN — the same map fitted on the inner TRAIN days — so the selector is out-of-sample in the same way the eval read is.
era	criterion	target	policy	knob	n_seeds	usd_per_session_ALL	sd_usd	ci_lo	ci_hi	usd_per_FIRING_session	n_firing_sessions	n_era_sessions	n_trades_total	usd_per_trade	seats_per_session	shuffled_null	causal_oracle	capture_of_causal_oracle	aim_08causal	gap_to_aim
E5	BINDING	A_EV	OCCUPANCY_2	2.0	5	-48.18	22.18	-120.72	24.36	-49.65	375.6	387	499.6	-37.63	1.291	-63.88	2021.0	-0.0238	1616.8	-1664.98
E5	BINDING	A_EV	SECRETARY_0.1	0.1	5	-33.37	48.39	-121.04	54.29	-33.42	386.2	387	772.2	-16.75	1.9953	-34.92	2021.0	-0.0165	1616.8	-1650.17
E5	BINDING	A_EV	SECRETARY_0.25	0.25	5	5.14	26.42	-67.78	78.06	5.37	381.0	387	711.8	2.8	1.8393	-63.61	2021.0	0.0025	1616.8	-1611.66
E5	BINDING	A_EV	SECRETARY_0.5	0.5	5	-10.3	13.49	-61.77	41.17	-11.25	355.8	387	559.8	-7.04	1.4465	-28.99	2021.0	-0.0051	1616.8	-1627.1
E5	BINDING	A_EV	SECRETARY_0.6	0.6	5	-28.92	10.33	-72.95	15.12	-32.68	342.2	387	501.4	-22.14	1.2956	-14.12	2021.0	-0.0143	1616.8	-1645.72
E5	BINDING	A_EV	SECRETARY_0.7	0.7	5	-37.11	11.1	-71.02	-3.2	-45.75	313.2	387	430.6	-33.11	1.1127	-13.2	2021.0	-0.0184	1616.8	-1653.91
E5	BINDING	A_EV	SECRETARY_0.8	0.8	5	-24.09	13.86	-49.4	1.21	-33.42	275.8	387	352.0	-26.03	0.9096	-8.58	2021.0	-0.0119	1616.8	-1640.89
E5	BINDING	A_EV	SECRETARY_RE_0.1	0.1	5	-33.65	48.34	-121.25	53.94	-33.7	386.2	387	774.2	-16.88	2.0005	-91.92	2021.0	-0.0167	1616.8	-1650.45
E5	BINDING	A_EV	SECRETARY_RE_0.25	0.25	5	4.99	26.36	-67.89	77.86	5.22	381.0	387	713.4	2.71	1.8434	-72.25	2021.0	0.0025	1616.8	-1611.81
E5	BINDING	A_EV	SECRETARY_RE_0.5	0.5	5	-10.63	13.46	-62.04	40.77	-11.61	355.8	387	563.0	-7.23	1.4548	-26.82	2021.0	-0.0053	1616.8	-1627.43
E5	BINDING	A_EV	SECRETARY_RE_0.6	0.6	5	-29.14	10.33	-73.16	14.88	-32.93	342.2	387	504.0	-22.2	1.3023	-13.27	2021.0	-0.0144	1616.8	-1645.94
E5	BINDING	A_EV	SECRETARY_RE_0.7	0.7	5	-37.33	11.07	-71.28	-3.39	-46.02	313.2	387	433.2	-33.11	1.1194	-23.64	2021.0	-0.0185	1616.8	-1654.13
E5	BINDING	A_EV	SECRETARY_RE_0.8	0.8	5	-24.24	13.87	-49.58	1.09	-33.63	275.8	387	354.2	-26.06	0.9152	-13.4	2021.0	-0.012	1616.8	-1641.04
E5	BINDING	A_EV	TAU_0.5	0.5	5	-37.86	26.26	-134.41	58.7	-37.86	387.0	387	782.8	-18.75	2.0227	-52.12	2021.0	-0.0187	1616.8	-1654.66
E5	BINDING	A_EV	TAU_0.7	0.7	5	-10.44	25.02	-103.8	82.92	-10.49	385.0	387	745.6	-5.34	1.9266	-21.06	2021.0	-0.0052	1616.8	-1627.24
E5	BINDING	A_EV	TAU_0.8	0.8	5	13.59	27.13	-74.65	101.84	13.87	375.0	387	653.8	7.79	1.6894	-39.51	2021.0	0.0067	1616.8	-1603.21
E5	BINDING	A_EV	TAU_0.9	0.9	5	26.95	21.28	-53.21	107.11	34.34	314.4	387	423.0	25.65	1.093	-52.02	2021.0	0.0133	1616.8	-1589.85
E5	BINDING	A_EV	TAU_0.95	0.95	5	11.66	25.53	-49.02	72.34	21.96	202.4	387	235.2	18.4	0.6078	-13.3	2021.0	0.0058	1616.8	-1605.14
E5	BINDING	A_EV	TAU_0.975	0.975	5	-4.17	11.52	-52.82	44.48	-13.54	122.4	387	131.0	-13.31	0.3385	-55.26	2021.0	-0.0021	1616.8	-1620.97
E5	BINDING	A_EV	TAU_0.99	0.99	5	9.19	14.89	-30.31	48.69	94.06	44.0	387	44.8	92.9	0.1158	-48.77	2021.0	0.0045	1616.8	-1607.61
E5	BINDING	A_PBAR	CELLSOFAR_0.8	0.8	5	-73.21	17.92	-164.61	18.19	-73.31	386.4	387	700.6	-40.34	1.8103	-60.88	2021.0	-0.0362	1616.8	-1690.01
E5	BINDING	A_PBAR	CELLSOFAR_0.9	0.9	5	-74.29	21.94	-171.68	23.11	-74.84	384.0	387	628.8	-45.53	1.6248	-67.14	2021.0	-0.0368	1616.8	-1691.09
E5	BINDING	A_PBAR	CELLSOFAR_0.95	0.95	5	-51.96	32.33	-148.82	44.89	-53.13	378.4	387	571.6	-35.09	1.477	-35.86	2021.0	-0.0257	1616.8	-1668.76
E5	BINDING	A_PBAR	CELLSOFAR_0.99	0.99	5	-63.81	24.66	-152.82	25.2	-68.94	357.6	387	506.0	-49.08	1.3075	-44.33	2021.0	-0.0316	1616.8	-1680.61
E5	BINDING	A_PBAR	DAYSOFAR_0.5	0.5	5	-77.0	12.73	-180.61	26.6	-77.0	387.0	387	774.4	-38.56	2.001	9.68	2021.0	-0.0381	1616.8	-1693.8
E5	BINDING	A_PBAR	DAYSOFAR_0.7	0.7	5	-62.29	20.17	-175.54	50.96	-62.29	387.0	387	739.8	-32.65	1.9116	14.33	2021.0	-0.0308	1616.8	-1679.09
E5	BINDING	A_PBAR	DAYSOFAR_0.9	0.9	5	-33.71	12.97	-142.74	75.31	-33.76	386.6	387	598.4	-21.73	1.5463	-15.7	2021.0	-0.0167	1616.8	-1650.51
E5	BINDING	A_PBAR	FIRST_3		5	-59.96	0.0	-158.54	38.61	-59.96	387.0	387	775.0	-29.94	2.0026	-59.96	2021.0	-0.0297	1616.8	-1676.76
E5	BINDING	A_PBAR	OCCUPANCY_0.5	0.5	5	-39.41	19.43	-137.83	59.02	-40.22	379.2	387	448.0	-34.14	1.1576	-29.94	2021.0	-0.0195	1616.8	-1656.21
E5	BINDING	A_PBAR	OCCUPANCY_1	1.0	5	-24.25	39.44	-125.75	77.25	-24.28	386.2	387	481.2	-19.51	1.2434	-33.56	2021.0	-0.012	1616.8	-1641.05
E5	BINDING	A_PBAR	OCCUPANCY_2	2.0	5	-61.58	24.06	-159.59	36.42	-61.64	386.6	387	490.6	-48.46	1.2677	-87.5	2021.0	-0.0305	1616.8	-1678.38
E5	BINDING	A_PBAR	SECRETARY_0.1	0.1	5	-47.19	17.85	-112.71	18.32	-65.8	277.6	387	349.2	-52.63	0.9023	-69.66	2021.0	-0.0234	1616.8	-1663.99
E5	BINDING	A_PBAR	SECRETARY_0.25	0.25	5	-18.93	10.49	-51.21	13.34	-70.74	106.4	387	115.4	-66.16	0.2982	-41.53	2021.0	-0.0094	1616.8	-1635.73
E5	BINDING	A_PBAR	SECRETARY_0.5	0.5	5	-0.78	2.33	-9.93	8.36	-15.6	16.0	387	16.0	-15.6	0.0413	-30.57	2021.0	-0.0004	1616.8	-1617.58
E5	BINDING	A_PBAR	SECRETARY_0.6	0.6	5	-1.48	1.62	-4.94	1.99	-129.19	5.0	387	5.0	-129.19	0.0129	-16.93	2021.0	-0.0007	1616.8	-1618.28
E5	BINDING	A_PBAR	SECRETARY_0.7	0.7	5	-0.41	0.73	-1.92	1.11	-67.75	1.8	387	1.8	-84.69	0.0047	-22.97	2021.0	-0.0002	1616.8	-1617.21
E5	BINDING	A_PBAR	SECRETARY_0.8	0.8	5	-0.74	0.48	-1.88	0.41	-171.08	1.4	387	1.4	-213.85	0.0036	-16.66	2021.0	-0.0004	1616.8	-1617.54
E5	BINDING	A_PBAR	SECRETARY_RE_0.1	0.1	5	-47.19	17.85	-112.71	18.32	-65.8	277.6	387	349.2	-52.63	0.9023	-49.62	2021.0	-0.0234	1616.8	-1663.99
E5	BINDING	A_PBAR	SECRETARY_RE_0.25	0.25	5	-18.93	10.49	-51.21	13.34	-70.74	106.4	387	115.4	-66.16	0.2982	-60.16	2021.0	-0.0094	1616.8	-1635.73
E5	BINDING	A_PBAR	SECRETARY_RE_0.5	0.5	5	-0.78	2.33	-9.93	8.36	-15.6	16.0	387	16.0	-15.6	0.0413	-38.29	2021.0	-0.0004	1616.8	-1617.58
E5	BINDING	A_PBAR	SECRETARY_RE_0.6	0.6	5	-1.48	1.62	-4.94	1.99	-129.19	5.0	387	5.0	-129.19	0.0129	-37.83	2021.0	-0.0007	1616.8	-1618.28
E5	BINDING	A_PBAR	SECRETARY_RE_0.7	0.7	5	-0.41	0.73	-1.92	1.11	-67.75	1.8	387	1.8	-84.69	0.0047	-9.34	2021.0	-0.0002	1616.8	-1617.21
E5	BINDING	A_PBAR	SECRETARY_RE_0.8	0.8	5	-0.74	0.48	-1.88	0.41	-171.08	1.4	387	1.4	-213.85	0.0036	-14.37	2021.0	-0.0004	1616.8	-1617.54
E5	BINDING	A_PBAR	TAU_0.5	0.5	5	-59.94	0.05	-158.52	38.63	-59.94	387.0	387	775.0	-29.93	2.0026	-21.6	2021.0	-0.0297	1616.8	-1676.74
E5	BINDING	A_PBAR	TAU_0.7	0.7	5	-63.84	4.94	-163.98	36.3	-63.84	387.0	387	769.0	-32.13	1.9871	-16.87	2021.0	-0.0316	1616.8	-1680.64
E5	BINDING	A_PBAR	TAU_0.8	0.8	5	-53.8	16.1	-155.34	47.75	-53.8	387.0	387	728.4	-28.61	1.8822	21.65	2021.0	-0.0266	1616.8	-1670.6
E5	BINDING	A_PBAR	TAU_0.9	0.9	5	-49.87	12.78	-154.06	54.32	-49.87	387.0	387	623.6	-31.0	1.6114	-43.61	2021.0	-0.0247	1616.8	-1666.67
E5	BINDING	A_PBAR	TAU_0.95	0.95	5	-32.99	30.14	-135.85	69.88	-33.4	382.0	387	528.4	-24.16	1.3654	-40.66	2021.0	-0.0163	1616.8	-1649.79
E5	BINDING	A_PBAR	TAU_0.975	0.975	5	-40.78	17.64	-136.99	55.43	-43.2	365.2	387	437.0	-36.34	1.1292	-19.39	2021.0	-0.0202	1616.8	-1657.58
E5	BINDING	A_PBAR	TAU_0.99	0.99	5	-22.83	25.64	-113.7	68.05	-28.57	306.2	387	332.8	-26.25	0.8599	-29.01	2021.0	-0.0113	1616.8	-1639.63
E5	BINDING	A_PWIN	CELLSOFAR_0.8	0.8	5	-25.13	23.85	-123.37	73.12	-25.15	386.4	387	686.0	-14.02	1.7726	-58.69	2021.0	-0.0124	1616.8	-1641.93
E5	BINDING	A_PWIN	CELLSOFAR_0.9	0.9	5	-28.82	43.54	-131.07	73.42	-29.01	382.0	387	633.2	-17.34	1.6362	-22.92	2021.0	-0.0143	1616.8	-1645.62
E5	BINDING	A_PWIN	CELLSOFAR_0.95	0.95	5	-32.36	50.76	-137.75	73.02	-32.95	378.4	387	589.8	-21.64	1.524	-40.24	2021.0	-0.016	1616.8	-1649.16
E5	BINDING	A_PWIN	CELLSOFAR_0.99	0.99	5	-12.53	43.34	-116.18	91.12	-12.48	371.8	387	554.6	-8.56	1.4331	-59.74	2021.0	-0.0062	1616.8	-1629.33
E5	BINDING	A_PWIN	DAYSOFAR_0.5	0.5	5	-63.97	18.43	-155.7	27.76	-63.97	387.0	387	731.2	-33.87	1.8894	15.93	2021.0	-0.0317	1616.8	-1680.77
E5	BINDING	A_PWIN	DAYSOFAR_0.7	0.7	5	-44.59	30.75	-143.42	54.23	-44.59	386.8	387	681.8	-25.48	1.7618	-13.98	2021.0	-0.0221	1616.8	-1661.39
E5	BINDING	A_PWIN	DAYSOFAR_0.9	0.9	5	-25.45	23.74	-127.55	76.65	-25.51	385.0	387	600.2	-16.56	1.5509	-45.81	2021.0	-0.0126	1616.8	-1642.25
E5	BINDING	A_PWIN	FIRST_3		5	-59.96	0.0	-158.54	38.61	-59.96	387.0	387	775.0	-29.94	2.0026	-59.96	2021.0	-0.0297	1616.8	-1676.76
E5	BINDING	A_PWIN	OCCUPANCY_0.5	0.5	5	-10.5	12.71	-80.27	59.26	-22.53	184.6	387	189.0	-22.05	0.4884	-49.45	2021.0	-0.0052	1616.8	-1627.3
E5	BINDING	A_PWIN	OCCUPANCY_1	1.0	5	-56.01	17.51	-131.85	19.82	-58.87	368.4	387	440.2	-49.32	1.1375	-43.1	2021.0	-0.0277	1616.8	-1672.81
E5	BINDING	A_PWIN	OCCUPANCY_2	2.0	5	-67.6	15.76	-149.09	13.88	-70.27	372.2	387	448.0	-58.45	1.1576	-21.3	2021.0	-0.0335	1616.8	-1684.4
E5	BINDING	A_PWIN	SECRETARY_0.1	0.1	5	14.19	39.32	-74.95	103.33	16.88	334.4	387	465.2	11.84	1.2021	-19.75	2021.0	0.007	1616.8	-1602.61
E5	BINDING	A_PWIN	SECRETARY_0.25	0.25	5	-1.33	21.7	-57.64	54.98	-1.81	192.4	387	220.4	-1.58	0.5695	-46.48	2021.0	-0.0007	1616.8	-1618.13
E5	BINDING	A_PWIN	SECRETARY_0.5	0.5	5	-0.49	9.24	-29.61	28.63	-7.43	59.8	387	62.4	-7.9	0.1612	-20.31	2021.0	-0.0002	1616.8	-1617.29
E5	BINDING	A_PWIN	SECRETARY_0.6	0.6	5	-3.29	4.52	-24.7	18.12	-36.06	33.0	387	33.4	-35.63	0.0863	-30.93	2021.0	-0.0016	1616.8	-1620.09
E5	BINDING	A_PWIN	SECRETARY_0.7	0.7	5	-2.89	2.37	-13.98	8.19	-61.45	18.0	387	18.0	-61.45	0.0465	-26.37	2021.0	-0.0014	1616.8	-1619.69
E5	BINDING	A_PWIN	SECRETARY_0.8	0.8	5	0.81	2.4	-2.79	4.41	70.01	5.8	387	5.8	70.01	0.015	-6.92	2021.0	0.0004	1616.8	-1615.99
E5	BINDING	A_PWIN	SECRETARY_RE_0.1	0.1	5	14.19	39.32	-74.95	103.33	16.88	334.4	387	465.2	11.84	1.2021	-73.99	2021.0	0.007	1616.8	-1602.61
E5	BINDING	A_PWIN	SECRETARY_RE_0.25	0.25	5	-1.33	21.7	-57.64	54.98	-1.81	192.4	387	220.4	-1.58	0.5695	-91.93	2021.0	-0.0007	1616.8	-1618.13
E5	BINDING	A_PWIN	SECRETARY_RE_0.5	0.5	5	-0.49	9.24	-29.61	28.63	-7.43	59.8	387	62.4	-7.9	0.1612	-35.22	2021.0	-0.0002	1616.8	-1617.29
E5	BINDING	A_PWIN	SECRETARY_RE_0.6	0.6	5	-3.29	4.52	-24.7	18.12	-36.06	33.0	387	33.4	-35.63	0.0863	-11.53	2021.0	-0.0016	1616.8	-1620.09
E5	BINDING	A_PWIN	SECRETARY_RE_0.7	0.7	5	-2.89	2.37	-13.98	8.19	-61.45	18.0	387	18.0	-61.45	0.0465	-29.26	2021.0	-0.0014	1616.8	-1619.69
E5	BINDING	A_PWIN	SECRETARY_RE_0.8	0.8	5	0.81	2.4	-2.79	4.41	70.01	5.8	387	5.8	70.01	0.015	-11.41	2021.0	0.0004	1616.8	-1615.99
E5	BINDING	A_PWIN	TAU_0.5	0.5	5	-30.83	25.06	-135.21	73.56	-31.63	376.0	387	526.6	-22.47	1.3607	-10.53	2021.0	-0.0153	1616.8	-1647.63
E5	BINDING	A_PWIN	TAU_0.7	0.7	5	-6.87	27.02	-98.91	85.16	-8.67	316.4	387	398.2	-7.07	1.0289	-29.72	2021.0	-0.0034	1616.8	-1623.67
E5	BINDING	A_PWIN	TAU_0.8	0.8	5	-19.23	34.71	-103.65	65.2	-28.14	270.0	387	322.6	-23.62	0.8336	-37.04	2021.0	-0.0095	1616.8	-1636.03
E5	BINDING	A_PWIN	TAU_0.9	0.9	5	-16.31	15.86	-92.91	60.3	-31.5	186.6	387	206.8	-29.22	0.5344	-86.21	2021.0	-0.0081	1616.8	-1633.11
E5	BINDING	A_PWIN	TAU_0.95	0.95	5	-7.41	18.33	-67.99	53.18	-18.13	110.8	387	117.4	-17.61	0.3034	-30.86	2021.0	-0.0037	1616.8	-1624.21
E5	BINDING	A_PWIN	TAU_0.975	0.975	5	8.93	13.42	-36.85	54.71	73.73	57.8	387	60.4	69.08	0.1561	-28.73	2021.0	0.0044	1616.8	-1607.87
E5	BINDING	A_PWIN	TAU_0.99	0.99	5	-1.34	10.82	-24.46	21.79	-37.2	19.6	387	20.2	-42.57	0.0522	-50.93	2021.0	-0.0007	1616.8	-1618.14
E6	BINDING	A_EV	CELLSOFAR_0.8	0.8	5	-40.91	52.32	-143.91	62.09	-40.91	384.0	384	744.6	-21.41	1.9391	-82.33	2675.0	-0.0153	2140.0	-2180.91
E6	BINDING	A_EV	CELLSOFAR_0.9	0.9	5	-15.72	48.72	-119.4	87.96	-15.72	384.0	384	748.0	-8.32	1.9479	-41.8	2675.0	-0.0059	2140.0	-2155.72
E6	BINDING	A_EV	CELLSOFAR_0.95	0.95	5	-14.36	43.99	-119.07	90.34	-14.36	384.0	384	744.6	-7.69	1.9391	-54.93	2675.0	-0.0054	2140.0	-2154.36
E6	BINDING	A_EV	CELLSOFAR_0.99	0.99	5	-16.85	49.47	-121.63	87.93	-16.85	384.0	384	734.0	-9.1	1.9115	-35.43	2675.0	-0.0063	2140.0	-2156.85
E6	BINDING	A_EV	DAYSOFAR_0.5	0.5	5	-26.37	17.01	-136.93	84.19	-26.37	384.0	384	709.2	-14.3	1.8469	-63.49	2675.0	-0.0099	2140.0	-2166.37
E6	BINDING	A_EV	DAYSOFAR_0.7	0.7	5	-58.63	36.33	-171.61	54.35	-58.63	384.0	384	702.2	-32.26	1.8286	-86.79	2675.0	-0.0219	2140.0	-2198.63
E6	BINDING	A_EV	DAYSOFAR_0.9	0.9	5	-38.22	39.83	-153.27	76.83	-38.21	383.8	384	666.2	-22.44	1.7349	-89.63	2675.0	-0.0143	2140.0	-2178.22
E6	BINDING	A_EV	FIRST_3		5	-25.87	0.0	-150.41	98.68	-25.87	384.0	384	729.0	-13.62	1.8984	-25.87	2675.0	-0.0097	2140.0	-2165.87
E6	BINDING	A_EV	OCCUPANCY_0.5	0.5	5	-33.7	21.9	-122.34	54.95	-37.12	348.4	384	422.6	-30.85	1.1005	-21.37	2675.0	-0.0126	2140.0	-2173.7
E6	BINDING	A_EV	OCCUPANCY_1	1.0	5	-27.33	15.46	-122.23	67.57	-29.02	362.2	384	455.0	-23.2	1.1849	-96.86	2675.0	-0.0102	2140.0	-2167.33
E6	BINDING	A_EV	OCCUPANCY_2	2.0	5	-37.96	22.97	-127.11	51.19	-39.84	365.8	384	478.4	-30.42	1.2458	-64.04	2675.0	-0.0142	2140.0	-2177.96
E6	BINDING	A_EV	SECRETARY_0.1	0.1	5	23.11	40.18	-77.59	123.82	23.26	383.2	384	703.4	12.6	1.8318	-76.32	2675.0	0.0086	2140.0	-2116.89
E6	BINDING	A_EV	SECRETARY_0.25	0.25	5	-24.99	34.14	-102.87	52.9	-25.31	375.0	384	631.4	-15.21	1.6443	-68.08	2675.0	-0.0093	2140.0	-2164.99
E6	BINDING	A_EV	SECRETARY_0.5	0.5	5	-37.77	35.54	-97.54	21.99	-41.18	350.4	384	519.6	-28.15	1.3531	-48.48	2675.0	-0.0141	2140.0	-2177.77
E6	BINDING	A_EV	SECRETARY_0.6	0.6	5	-53.29	20.41	-103.52	-3.06	-61.52	331.0	384	464.0	-43.93	1.2083	-14.11	2675.0	-0.0199	2140.0	-2193.29
E6	BINDING	A_EV	SECRETARY_0.7	0.7	5	-49.06	18.99	-90.21	-7.9	-61.5	303.2	384	410.4	-45.4	1.0687	-20.46	2675.0	-0.0183	2140.0	-2189.06
E6	BINDING	A_EV	SECRETARY_0.8	0.8	5	-39.35	13.14	-72.69	-6.0	-57.01	265.6	384	339.2	-44.6	0.8833	-22.03	2675.0	-0.0147	2140.0	-2179.35
E6	BINDING	A_EV	SECRETARY_RE_0.1	0.1	5	22.9	40.21	-77.77	123.57	23.05	383.2	384	706.0	12.42	1.8385	-80.18	2675.0	0.0086	2140.0	-2117.1
E6	BINDING	A_EV	SECRETARY_RE_0.25	0.25	5	-25.09	34.29	-102.96	52.78	-25.41	375.0	384	634.4	-15.21	1.6521	-59.12	2675.0	-0.0094	2140.0	-2165.09
E6	BINDING	A_EV	SECRETARY_RE_0.5	0.5	5	-37.77	35.52	-97.53	21.99	-41.16	350.4	384	522.2	-28.08	1.3599	-36.05	2675.0	-0.0141	2140.0	-2177.77
E6	BINDING	A_EV	SECRETARY_RE_0.6	0.6	5	-53.27	20.44	-103.49	-3.05	-61.49	331.0	384	466.4	-43.72	1.2146	-34.93	2675.0	-0.0199	2140.0	-2193.27
E6	BINDING	A_EV	SECRETARY_RE_0.7	0.7	5	-49.01	19.07	-90.16	-7.87	-61.44	303.2	384	412.8	-45.12	1.075	-17.24	2675.0	-0.0183	2140.0	-2189.01
E6	BINDING	A_EV	SECRETARY_RE_0.8	0.8	5	-39.3	13.18	-72.65	-5.95	-56.94	265.6	384	341.6	-44.22	0.8896	-11.54	2675.0	-0.0147	2140.0	-2179.3
E6	BINDING	A_EV	TAU_0.5	0.5	5	16.46	28.18	-90.77	123.69	16.46	384.0	384	730.2	8.64	1.9016	-31.4	2675.0	0.0062	2140.0	-2123.54
E6	BINDING	A_EV	TAU_0.7	0.7	5	10.91	43.47	-97.41	119.23	11.39	376.8	384	655.8	6.12	1.7078	-66.91	2675.0	0.0041	2140.0	-2129.09
E6	BINDING	A_EV	TAU_0.8	0.8	5	-32.12	25.17	-127.33	63.09	-35.87	344.6	384	521.6	-24.24	1.3583	-12.81	2675.0	-0.012	2140.0	-2172.12
E6	BINDING	A_EV	TAU_0.9	0.9	5	-5.67	24.12	-92.52	81.19	-8.31	254.4	384	327.2	-6.7	0.8521	-32.79	2675.0	-0.0021	2140.0	-2145.67
E6	BINDING	A_EV	TAU_0.95	0.95	5	-1.93	35.43	-78.52	74.66	-1.22	182.6	384	223.6	-1.51	0.5823	-67.23	2675.0	-0.0007	2140.0	-2141.93
E6	BINDING	A_EV	TAU_0.975	0.975	5	26.32	8.5	-45.06	97.7	84.54	120.2	384	141.6	72.51	0.3687	-41.09	2675.0	0.0098	2140.0	-2113.68
